controln,state,gender,medianhv,ic1,ic4,hvp1,percapita,pobc1,pobc2,ic2,ic3,avggift,tcode,dob,domain,target_d
36081,FL,M,1201.0,419,474.0,8,17269.0,2,36,465.0,449,6.352941177,1,3110,C1,17.0
140928,NV,F,1117.0,461,450.0,3,16614.0,6,28,461.0,461,20.94444444,2,2801,S2,21.0
84390,MN,M,465.0,213,312.0,0,10736.0,1,80,281.0,259,7.533333333,1,1801,R2,5.0
83709,MN,M,680.0,335,357.0,0,13525.0,3,81,324.0,358,6.363636364,2,2512,S2,10.0
27854,GA,F,679.0,475,466.0,0,13724.0,2,50,468.0,477,5.5625,2,3111,C2,5.0
139302,NM,M,592.0,273,315.0,0,7582.0,4,79,294.0,290,21.66666667,0,4003,S3,25.0
87538,MT,female,561.0,189,282.0,0,9557.0,1,62,243.0,233,8.333333333,0,0,R2,10.0
173571,HI,M,2575.0,521,584.0,74,17578.0,5,80,551.0,561,17.5,0,0,T2,25.0
55091,MS,female,364.0,187,263.0,1,8562.0,0,89,216.0,234,25.0,0,5001,R3,10.0
2861,WA,male,817.0,388,422.0,0,13502.0,3,60,404.0,390,7.785714286,0,3701,S2,7.0
141666,NV,M,1105.0,229,374.0,7,15856.0,12,14,285.0,303,10.5,1,0,C1,16.0
165857,CA,F,1269.0,409,490.0,3,17132.0,5,55,457.0,443,3.4,28,2201,C2,4.0
172464,CA,M,1257.0,231,535.0,20,19180.0,10,54,509.0,350,5.625,0,0,T2,6.0
168171,CA,F,3938.0,203,344.0,50,15598.0,10,38,325.0,271,13.57142857,0,4511,C2,10.0
68563,MI,F,2119.0,956,987.0,58,50910.0,11,72,1010.0,964,22.5,0,3601,S1,30.0
7160,WA,male,1117.0,376,439.0,9,14428.0,2,62,397.0,413,14.44444444,2,906,T2,14.0
129779,CO,F,1200.0,529,529.0,2,18107.0,1,39,552.0,516,14.68421053,0,3012,S1,12.0
112504,AR,Female,773.0,521,566.0,0,18085.0,0,61,545.0,530,5.833333333,0,2401,C1,10.0
69536,MI,,394.0,228,276.0,0,9401.0,2,90,244.0,251,6.0,1,1301,R3,8.0
5321,CA,U,2220.0,550,636.0,67,19233.0,11,43,617.0,576,25.0,0,5401,S1,25.0
162849,CA,F,3242.0,340,457.0,93,21061.0,14,40,408.0,398,3.25,0,2909,U1,9.0
58079,KY,F,253.0,89,167.0,0,5372.0,0,83,125.0,139,13.55555556,0,0,R3,10.0
54393,MS,female,918.0,364,484.0,7,18685.0,0,68,390.0,464,13.0,2,3001,R1,23.0
162618,CA,F,2670.0,427,551.0,88,15703.0,18,58,502.0,496,4.714285714,2,2201,S2,4.0
80449,WI,F,550.0,306,390.0,0,15148.0,2,85,360.0,349,5.866666667,0,5203,C2,10.0
111142,AR,Female,505.0,222,374.0,0,14178.0,4,40,253.0,342,7.35,2,2501,T2,10.0
109710,LA,M,825.0,488,561.0,1,16933.0,0,71,522.0,518,6.181818182,1,4201,T1,5.0
67000,MI,F,914.0,406,423.0,1,13658.0,0,81,419.0,425,7.454545455,0,2601,C2,9.0
124315,TX,F,524.0,341,404.0,0,17305.0,12,54,357.0,384,9.666666667,0,6812,C2,5.0
138239,AZ,Female,2026.0,655,829.0,51,31520.0,7,29,711.0,756,12.5,0,5501,S1,10.0
85894,SD,M,396.0,248,304.0,1,10419.0,1,18,274.0,284,3.125,1002,6101,R2,3.0
184106,WA,F,446.0,168,254.0,0,11971.0,8,51,201.0,218,5.8,0,1601,C3,6.0
95563,IL,M,576.0,335,463.0,0,15332.0,2,66,386.0,407,3.117647059,0,3301,S2,4.0
79747,WI,male,329.0,211,303.0,0,9216.0,0,87,239.0,275,15.0,1,1401,R3,15.0
178275,WA,F,2019.0,506,608.0,51,23545.0,11,55,535.0,551,5.333333333,2,2401,S1,5.0
190754,CA,F,3213.0,697,745.0,96,21605.0,12,56,703.0,735,28.04166667,2,5009,C1,25.0
2951,NV,M,1330.0,367,488.0,16,18153.0,4,12,419.0,437,5.083333333,1,2301,T2,5.0
60313,IN,M,480.0,270,304.0,0,12144.0,1,69,288.0,302,15.375,2,4401,S2,10.0
138000,AZ,,630.0,222,295.0,5,10306.0,12,34,224.0,296,4.2,0,0,C3,6.0
160483,CA,F,1286.0,366,391.0,0,12914.0,13,52,373.0,389,8.8,0,7001,C2,9.0
149569,CA,F,2500.0,272,278.0,71,15913.0,26,27,236.0,298,25.5,0,0,U2,28.0
62349,IN,M,643.0,273,321.0,0,13088.0,2,73,297.0,298,30.0,28,3101,S2,50.0
25073,SC,M,524.0,217,343.0,1,11775.0,6,49,253.0,300,7.666666667,1,6201,T2,21.0
47245,AL,F,679.0,312,459.0,0,16088.0,1,88,393.0,408,5.142857143,0,0,C3,5.0
166508,CA,M,2901.0,459,711.0,91,25733.0,16,45,585.0,556,13.66666667,1,4501,U1,20.0
33355,FL,M,700.0,383,443.0,1,14917.0,5,47,412.0,421,12.92307692,1002,0,T2,15.0
118083,TX,F,390.0,223,359.0,2,11982.0,8,73,309.0,290,13.75,0,6005,R2,15.0
19208,NC,female,670.0,275,371.0,1,14984.0,1,71,325.0,322,11.08333333,0,0,0,18.0
18664,NC,M,519.0,283,362.0,1,12386.0,0,80,310.0,337,20.0,1,3801,T2,15.0
137276,AZ,Female,723.0,270,386.0,0,20233.0,8,1,335.0,321,10.10526316,0,1008,C1,11.0
11254,IL,F,931.0,470,519.0,0,15138.0,5,77,492.0,472,22.69230769,0,3509,0,25.0
47404,AL,F,475.0,308,364.0,0,9853.0,0,99,319.0,325,5.235294118,0,4201,T2,10.0
33615,FL,M,563.0,216,297.0,1,10832.0,5,36,250.0,252,14.57142857,1,3211,C3,15.0
47738,AL,F,419.0,212,306.0,0,10063.0,0,64,268.0,258,8.166666667,2,2401,R3,12.0
144301,CA,F,2448.0,498,575.0,72,22133.0,7,44,515.0,552,9.545454546,0,5104,U1,11.0
10491,NV,F,1001.0,420,482.0,0,13472.0,2,26,455.0,447,7.05,0,3507,C2,5.0
189009,WA,male,1347.0,192,408.0,9,16895.0,11,42,361.0,260,5.777777778,2,0,U2,5.0
68718,MI,M,1114.0,623,621.0,1,17694.0,12,76,631.0,607,10.73333333,1002,0,S1,10.0
74673,MI,F,368.0,168,260.0,0,8859.0,1,52,220.0,216,5.615384615,0,3805,R3,7.0
35328,FL,M,1454.0,523,579.0,14,16035.0,7,28,526.0,575,11.64285714,1002,5809,C1,20.0
971,NM,F,695.0,222,291.0,0,9991.0,3,28,304.0,279,7.5,3,4001,T2,8.0
18508,NC,female,635.0,301,388.0,3,12754.0,2,73,342.0,338,6.666666667,2,0,T2,6.0
93496,IL,F,819.0,255,342.0,15,13588.0,16,62,263.0,323,4.454545455,0,1907,U2,10.0
92121,IL,M,1216.0,449,514.0,9,16243.0,1,83,470.0,492,15.0,0,6401,T2,15.0
6649,AZ,Female,2026.0,655,829.0,51,31520.0,7,29,711.0,756,32.41666667,1,0,0,50.0
186993,TX,M,567.0,201,313.0,1,10793.0,10,67,240.0,302,10.54545455,1,0,0,10.0
175935,OR,F,541.0,171,283.0,0,9862.0,11,46,239.0,220,15.0,28,0,S2,15.0
133163,ID,M,418.0,188,241.0,0,7470.0,2,58,227.0,220,15.0,1,4501,T2,15.0
12,MO,M,334.0,212,305.0,0,10385.0,1,77,259.0,259,14.72,2,1804,R2,10.0
511,TX,F,1024.0,225,393.0,2,16782.0,7,53,267.0,299,10.0,28,1501,S1,12.0
125013,TX,F,644.0,275,331.0,2,11416.0,2,76,294.0,314,7.75,2,0,T2,15.0
138814,AZ,Female,940.0,203,338.0,8,13487.0,6,32,244.0,303,9.7,0,5401,T2,20.0
101290,MO,M,152.0,160,225.0,0,9249.0,0,80,174.0,195,3.25,1,1401,R3,3.0
22779,SC,M,535.0,189,221.0,2,8017.0,0,75,192.0,204,12.53333333,0,5701,T2,20.0
138689,AZ,Female,975.0,261,419.0,4,13670.0,2,38,335.0,325,13.0,28,0,T1,25.0
99066,IL,M,206.0,116,228.0,0,8204.0,1,63,164.0,194,4.434782609,1,3006,R3,5.0
148141,CA,F,3576.0,661,826.0,96,29413.0,14,50,768.0,729,11.0,0,4704,C1,14.0
186456,OR,F,589.0,277,364.0,1,12713.0,2,51,331.0,321,5.088235294,0,712,C2,5.0
158935,CA,F,1781.0,170,178.0,33,14039.0,59,24,186.0,252,7.230769231,0,2001,C3,5.0
145275,CA,F,3833.0,365,508.0,93,31120.0,29,27,426.0,461,12.2,28,3107,U1,20.0
173744,HI,,798.0,234,321.0,2,10082.0,14,55,252.0,297,20.0,0,0,R2,20.0
179683,WA,F,1108.0,371,408.0,4,13661.0,3,63,395.0,393,21.66666667,0,5108,S2,25.0
188421,OR,M,704.0,359,405.0,0,13482.0,4,48,370.0,392,7.5,1,2403,S2,10.0
123699,TX,F,1077.0,751,762.0,2,28799.0,5,55,733.0,766,7.8,0,5101,C1,10.0
23930,SC,M,891.0,489,655.0,7,26220.0,2,60,516.0,595,4.277777778,2,2101,C1,5.0
46153,FL,F,933.0,224,406.0,5,14946.0,5,19,290.0,333,10.0,3,6201,T2,15.0
179863,WA,male,1253.0,325,447.0,7,15635.0,12,57,454.0,374,9.1875,1,4702,U1,10.0
87395,MT,female,842.0,264,388.0,3,15084.0,2,50,286.0,370,15.1,0,1701,R1,20.0
86779,ND,F,331.0,165,266.0,0,9324.0,1,61,172.0,232,10.66666667,28,0,T3,11.0
25214,NC,female,1823.0,544,567.0,43,21265.0,1,62,552.0,552,12.0,28,5111,T1,25.0
79641,WI,F,1244.0,672,776.0,25,25036.0,1,64,713.0,743,9.9375,0,2310,S1,12.0
186307,CA,M,,345,438.0,3,15915.0,2,58,388.0,417,16.14285714,1,2511,C2,20.0
34174,WV,F,529.0,198,291.0,0,10816.0,0,80,218.0,257,6.083333333,2,3001,T2,12.0
101388,MO,M,526.0,340,342.0,0,9687.0,0,89,348.0,321,5.8,1,5501,R2,10.0
159472,CA,F,621.0,231,279.0,0,6184.0,43,41,237.0,272,11.66666667,1,1512,R3,15.0
179143,WA,male,1688.0,496,564.0,35,22963.0,2,63,520.0,521,23.9,1,3709,T1,25.0
150799,CA,M,,257,393.0,8,10990.0,19,51,275.0,376,7.625,1,0,U3,15.0
135983,AZ,,638.0,213,226.0,0,9836.0,0,26,236.0,220,4.652173913,1,3201,C3,7.0
22817,SC,F,451.0,211,264.0,0,7676.0,0,96,227.0,245,16.0,0,5009,R3,10.0
123972,TX,F,496.0,359,496.0,2,21791.0,2,74,405.0,462,5.857142857,0,1305,C2,5.0
81520,WI,F,428.0,215,308.0,0,10674.0,0,63,250.0,264,8.733333333,0,1710,R3,10.0
185309,MI,F,629.0,434,439.0,0,14381.0,6,69,444.0,445,5.2,2,3209,C2,7.0
6555,FL,M,3125.0,616,817.0,90,37628.0,42,15,759.0,714,6.098901099,1,1808,C1,10.0
20341,NC,M,1427.0,367,525.0,27,24023.0,3,36,435.0,456,7.230769231,0,4801,C1,3.0
30629,GA,F,680.0,248,383.0,0,15732.0,2,70,238.0,320,10.0,2,1401,C2,17.0
38392,FL,F,,408,464.0,11,13050.0,67,26,415.0,452,20.0,0,3401,U2,20.0
122090,TX,M,405.0,279,381.0,0,10716.0,6,65,340.0,349,4.785714286,0,5009,S2,20.0
159623,WI,F,397.0,217,315.0,0,11627.0,1,84,294.0,259,9.8,28,4801,C2,20.0
103290,MO,M,736.0,617,761.0,0,25623.0,4,62,646.0,654,9.6,1,2601,C1,16.0
154745,CA,M,996.0,309,452.0,4,14797.0,2,60,419.0,382,10.0,1,4201,T2,5.0
184549,AK,Male,1040.0,507,590.0,0,21442.0,6,24,569.0,566,20.83333333,0,4301,C2,25.0
162494,CA,M,2375.0,435,514.0,88,17574.0,18,60,516.0,465,21.875,1,5601,S2,30.0
45873,FL,F,402.0,168,240.0,0,10003.0,8,17,251.0,199,6.538461539,0,1606,C3,8.0
14831,AR,Female,374.0,223,276.0,0,9291.0,2,73,242.0,254,8.785714286,0,0,R3,10.0
160610,CA,F,848.0,368,412.0,1,13741.0,7,39,397.0,392,15.0,28,0,R2,15.0
44243,FL,F,1603.0,308,525.0,38,24259.0,7,13,346.0,445,12.66666667,2,1601,C1,20.0
41537,FL,F,742.0,396,470.0,0,15356.0,7,37,424.0,450,14.28571429,2,6101,S2,50.0
56120,MS,female,518.0,330,393.0,0,14374.0,1,58,370.0,353,6.62962963,0,0,T3,15.0
15648,NC,female,2490.0,379,649.0,57,26456.0,5,54,459.0,546,8.954545455,2,0,C2,20.0
14608,CA,F,2556.0,490,744.0,88,40178.0,14,27,670.0,610,12.09090909,2,2601,T1,15.0
9053,CA,F,3081.0,446,510.0,89,15984.0,11,63,514.0,485,13.06666667,0,1708,S1,20.0
137971,AZ,Female,582.0,163,229.0,0,8173.0,3,40,193.0,188,20.0,0,2801,C3,25.0
83497,MN,F,375.0,167,265.0,0,9007.0,1,82,215.0,216,15.0,0,2801,U3,15.0
169640,CA,F,1248.0,371,401.0,3,13104.0,14,58,394.0,384,6.363636364,0,2201,0,8.0
169903,CA,U,2598.0,470,661.0,74,31631.0,9,36,557.0,562,8.107142857,2,1701,C1,15.0
172175,CA,F,658.0,166,212.0,0,7704.0,16,59,143.0,206,11.33333333,0,201,C3,10.0
145905,CA,M,2328.0,346,493.0,74,17417.0,20,47,469.0,434,25.0,1,1101,S1,20.0
136385,AZ,M,1239.0,241,382.0,15,14783.0,2,24,287.0,337,6.75,1,2407,C1,5.0
15038,NC,M,849.0,457,519.0,0,16386.0,1,66,508.0,470,12.8,2,2201,T2,25.0
40786,FL,M,1163.0,402,552.0,14,19090.0,8,33,446.0,495,11.375,1,2504,T2,5.0
2935,IL,F,1609.0,504,663.0,33,23852.0,9,63,592.0,579,22.5,0,0,0,25.0
132983,WY,male,1611.0,320,456.0,38,18475.0,2,25,404.0,404,10.0,2,4401,R1,15.0
104747,KS,F,706.0,391,493.0,0,19160.0,3,31,458.0,434,8.0,2,1303,U1,10.0
92772,FL,F,860.0,294,348.0,0,15425.0,8,8,322.0,329,18.0,2,4002,S1,5.0
64522,IN,M,648.0,304,396.0,3,14750.0,1,72,349.0,358,8.0,0,3606,R2,10.0
175719,OR,M,749.0,316,412.0,0,15051.0,4,56,339.0,378,8.333333333,0,2502,S2,5.0
56318,KY,F,2008.0,788,832.0,50,39749.0,0,74,863.0,782,5.166666667,28,5801,T1,5.0
113736,OK,F,706.0,439,500.0,7,17192.0,0,68,470.0,467,12.0,0,5701,T1,20.0
165366,CA,M,5567.0,1094,1093.0,99,52169.0,10,59,1189.0,1045,25.0,0,0,T1,30.0
73371,MI,,363.0,256,331.0,0,12080.0,1,89,298.0,288,5.125,1,1901,C3,10.0
145895,CA,F,2679.0,445,572.0,78,20693.0,11,55,470.0,535,9.75,0,0,S1,15.0
5366,CA,F,1522.0,426,437.0,16,14334.0,6,55,425.0,462,13.875,0,4901,C2,20.0
37090,FL,M,1363.0,491,616.0,24,23656.0,18,23,524.0,581,13.7,1,3011,S3,20.0
427,FL,M,709.0,256,327.0,0,13576.0,3,8,271.0,291,9.545454546,0,0,C2,10.0
220,IL,M,550.0,387,502.0,0,20210.0,1,71,427.0,467,5.545454545,1,5205,C3,8.0
39246,FL,F,1093.0,364,441.0,2,15640.0,6,30,424.0,392,4.25,28,2401,S2,5.0
85853,MN,M,542.0,280,320.0,0,10254.0,2,79,305.0,303,7.0,1002,6001,R2,20.0
97829,IL,M,819.0,371,471.0,2,15719.0,1,65,432.0,407,4.720588235,0,5101,T2,10.0
118831,TX,F,850.0,440,511.0,0,17825.0,6,51,468.0,470,20.0,0,6201,S1,20.0
178597,WA,F,2132.0,632,761.0,54,27547.0,6,53,714.0,721,13.0,2,3201,S1,22.0
152509,CA,F,1725.0,394,444.0,24,14032.0,4,52,408.0,425,13.21428571,28,0,S2,20.0
61232,IN,F,1057.0,425,530.0,2,17343.0,3,57,489.0,482,9.2535,0,4501,S1,10.0
27714,GA,M,1458.0,643,688.0,10,21122.0,6,34,660.0,635,6.833333333,1,3801,C1,9.0
170473,CA,M,1194.0,247,349.0,21,13998.0,3,63,307.0,311,15.33333333,72,5101,R1,20.0
176454,OR,F,426.0,213,272.0,0,9590.0,1,55,240.0,255,23.0,28,0,T3,23.0
73685,MI,M,641.0,255,371.0,0,12503.0,2,87,336.0,317,8.578947368,1,1707,S2,10.0
75153,IA,M,750.0,118,325.0,25,11638.0,4,66,366.0,152,10.66666667,1,1601,C2,13.0
98731,IL,F,1462.0,600,655.0,4,21328.0,8,57,639.0,627,15.0,28,5801,C1,15.0
81600,WI,F,582.0,173,231.0,1,8740.0,0,54,195.0,212,9.714285714,0,0,R2,5.0
104467,KS,M,640.0,168,302.0,0,11377.0,3,31,292.0,232,3.545454546,0,3201,C2,3.0
190647,MN,F,460.0,200,321.0,0,10559.0,0,82,279.0,258,7.166666667,2,0,R2,10.0
790,IL,M,580.0,286,377.0,0,12400.0,0,86,343.0,324,8.363636364,1,2601,R2,15.0
153319,CA,F,1510.0,414,528.0,10,23110.0,15,26,522.0,450,20.0,0,4601,U1,35.0
21769,NC,M,598.0,253,338.0,1,11918.0,1,77,294.0,301,8.0,1,0,T2,9.0
57419,KY,F,910.0,484,537.0,1,17977.0,2,56,492.0,525,7.5,0,6201,S1,10.0
107195,NE,F,480.0,254,394.0,0,12217.0,1,62,359.0,306,15.0,2,4801,C2,10.0
139062,AZ,Female,592.0,227,267.0,0,9711.0,2,19,210.0,264,10.30769231,0,3501,0,20.0
147529,NC,female,279.0,154,207.0,0,5922.0,0,88,163.0,194,25.0,1,3810,S1,20.0
52574,Tennessee,F,619.0,172,329.0,1,10705.0,4,67,247.0,277,8.217391304,0,4501,R2,12.0
41482,FL,F,513.0,210,283.0,1,9233.0,7,39,234.0,260,3.411764706,0,2501,C3,5.0
165287,CA,M,2811.0,524,645.0,72,23861.0,8,60,577.0,599,17.25,1,5401,C1,22.0
41569,FL,F,1079.0,347,756.0,2,24541.0,6,36,714.0,519,10.0,0,2507,U1,18.0
1959,CA,F,2670.0,394,574.0,82,24896.0,18,29,493.0,461,35.0,28,5801,S1,50.0
182490,GU,M,0.0,0,0.0,0,0.0,0,0,0.0,0,6.25,1002,6311,T2,10.0
87680,MT,female,828.0,236,329.0,10,12366.0,2,46,264.0,306,8.043478261,0,0,R2,12.0
16643,NC,female,895.0,422,492.0,1,18352.0,2,58,458.0,452,13.66666667,0,1401,C1,12.5
27338,GA,U,456.0,223,325.0,0,10736.0,0,50,267.0,272,5.666666667,2,0,R3,7.0
155907,CA,F,713.0,212,276.0,2,11909.0,10,23,235.0,237,13.0,2,0,T3,15.0
144050,CA,M,5982.0,1500,1228.0,99,106273.0,34,41,1500.0,1214,22.5,1,0,S1,22.0
108420,LA,F,650.0,139,238.0,0,9698.0,6,75,131.0,243,8.909090909,0,3306,C2,13.0
21373,NC,female,498.0,243,326.0,1,11462.0,0,86,284.0,285,5.166666667,0,5901,T2,7.0
61108,IN,M,399.0,217,347.0,0,11919.0,2,78,309.0,279,7.2,0,3701,C3,7.0
87024,MT,female,395.0,135,186.0,0,5225.0,1,88,137.0,181,21.74111111,0,0,R2,5.0
179673,WA,male,1546.0,416,534.0,12,20632.0,9,43,508.0,489,3.642857143,1,1701,U1,5.0
179606,WA,F,1326.0,269,476.0,14,22329.0,6,42,401.0,347,7.25,28,1910,T1,15.0
144038,CA,F,5000.0,405,711.0,98,33566.0,40,21,618.0,541,20.0,0,0,U4,50.0
5496,KY,M,323.0,125,201.0,0,7798.0,0,82,149.0,157,11.5,1,1309,R3,5.0
118805,TX,F,1095.0,520,648.0,1,20341.0,1,56,600.0,584,10.0,2,4304,C1,20.0
66300,MI,M,675.0,178,303.0,0,13159.0,4,79,249.0,254,11.53846154,1,811,U1,14.0
168648,CA,M,1685.0,265,408.0,34,18752.0,7,41,340.0,325,7.545454545,1002,4210,S1,14.0
33420,FL,M,702.0,403,468.0,1,14780.0,8,45,423.0,419,12.2195122,1,4210,C1,25.0
139141,NM,M,601.0,206,289.0,1,9801.0,1,69,225.0,251,13.0,1,5801,T2,25.0
182056,WA,male,558.0,211,285.0,0,8733.0,6,56,227.0,247,2.463414634,1,3002,U3,5.0
15384,NC,female,452.0,219,268.0,0,8728.0,0,88,246.0,261,10.0,28,3801,C2,15.0
171083,CA,F,882.0,349,410.0,0,13153.0,9,45,373.0,372,16.51851852,0,4301,S2,25.0
171581,CA,M,2644.0,440,566.0,56,18944.0,4,58,447.0,555,12.5,1,1001,S1,5.0
13288,FL,F,896.0,392,520.0,7,21975.0,6,16,430.0,466,15.3,0,4901,C2,20.0
102589,MO,M,465.0,266,313.0,0,10037.0,1,79,292.0,285,7.733333333,0,2607,R2,100.0
43119,FL,F,845.0,334,511.0,13,25715.0,6,10,351.0,496,6.25,0,0,C2,9.0
167202,CA,F,2907.0,420,547.0,88,18195.0,1,59,514.0,463,9.0,0,1101,S1,15.0
143332,CA,M,1964.0,401,540.0,48,15640.0,22,47,487.0,419,10.16666667,1,3101,U1,13.0
126945,TX,M,783.0,319,350.0,0,10631.0,0,71,350.0,340,10.45454546,1,5504,T1,10.0
137900,AZ,M,483.0,198,283.0,0,9290.0,7,46,231.0,245,4.833333333,2,3008,R2,5.0
47161,AL,Male,661.0,332,415.0,0,15892.0,0,80,347.0,380,8.8,1,1911,S1,10.0
48551,AL,F,380.0,152,261.0,1,8807.0,2,88,179.0,227,15.0,0,4401,R3,20.0
186482,NE,M,670.0,410,433.0,0,13151.0,0,65,413.0,432,7.833333333,1,5101,S2,15.0
97537,IL,M,316.0,200,278.0,0,9619.0,1,86,256.0,237,4.142857143,1,7001,T3,4.0
175782,OR,F,953.0,319,455.0,1,15729.0,3,45,379.0,387,15.0,0,0,S2,21.0
2691,NV,,834.0,260,340.0,0,13687.0,9,26,311.0,297,10.25,1,0,C2,16.0
39031,FL,F,1200.0,537,643.0,4,22219.0,9,26,613.0,576,7.857142857,0,5401,U1,15.0
94902,IL,M,1031.0,305,437.0,0,15146.0,34,56,390.0,383,30.0,1,0,U1,30.0
60104,NV,F,891.0,442,440.0,0,13070.0,3,18,446.0,439,8.714285714,28,0,S2,5.0
163843,CA,M,3543.0,484,624.0,92,21140.0,28,44,575.0,556,10.6,1,4609,S1,16.0
8768,CA,M,1547.0,516,526.0,16,13896.0,15,60,522.0,529,12.6,2,1901,0,15.0
190626,FL,M,768.0,174,249.0,7,7802.0,6,41,201.0,220,8.785714286,0,2904,C3,10.0
145786,CA,M,2126.0,498,523.0,63,13783.0,7,61,510.0,489,7.3,1,1904,U2,20.0
1927,WA,F,1133.0,615,681.0,6,22163.0,3,36,626.0,651,13.33333333,0,5801,T1,15.0
157100,CA,F,2556.0,490,744.0,88,40178.0,14,27,670.0,610,17.27272727,0,4703,T1,27.0
166870,CA,F,3700.0,444,667.0,91,31003.0,14,58,583.0,559,12.5,28,0,S1,14.0
108724,LA,M,565.0,259,339.0,4,11314.0,0,89,293.0,305,6.846153846,1002,4001,T2,12.0
62400,IN,F,975.0,301,393.0,1,17572.0,4,51,366.0,322,3.407407407,0,1801,S2,3.0
19864,NC,M,632.0,343,340.0,0,10586.0,11,36,316.0,344,5.285714286,1,4001,C2,5.0
11961,CA,F,2645.0,644,697.0,87,20782.0,26,46,655.0,682,21.6,0,5801,S1,25.0
20302,NC,U,401.0,202,289.0,0,9283.0,1,89,259.0,243,3.823529412,0,0,R3,1.0
188190,SC,F,918.0,315,398.0,3,16983.0,1,26,335.0,349,5.766666667,0,2001,T3,5.0
174974,OR,M,515.0,203,301.0,1,11169.0,2,56,256.0,265,7.272727273,0,2603,R2,10.0
97315,IL,M,875.0,221,241.0,0,8941.0,0,79,218.0,243,7.6,1,2801,C3,14.0
111981,AR,Female,439.0,192,249.0,0,10106.0,1,31,226.0,217,8.0,2,0,R2,20.0
118361,TX,F,962.0,389,409.0,3,15980.0,0,45,369.0,415,9.277777778,2,2209,R1,10.0
131434,CO,F,862.0,247,316.0,1,11640.0,5,25,301.0,283,20.0,0,2601,R1,20.0
55503,MS,M,506.0,155,289.0,1,7983.0,0,84,245.0,231,8.4,0,1401,R2,10.0
106862,NE,F,600.0,362,426.0,1,13652.0,1,62,377.0,392,3.761904762,0,5101,S2,10.0
119315,TX,F,345.0,202,209.0,0,5623.0,28,62,206.0,208,8.833333333,0,7301,C3,13.0
27010,GA,U,952.0,468,565.0,1,18812.0,2,46,521.0,526,10.375,0,0,T2,16.0
186448,CA,M,5725.0,610,807.0,97,53158.0,13,22,763.0,698,5.606060606,2,0,S1,10.0
92348,IL,F,2016.0,618,725.0,51,26626.0,5,79,633.0,700,8.6,0,4201,S1,10.0
115179,OK,F,660.0,328,394.0,0,13846.0,2,59,405.0,375,15.0,0,6601,T2,10.0
27039,GA,F,562.0,280,341.0,1,10622.0,0,75,300.0,311,15.0,2,0,R2,15.0
27968,GA,F,3077.0,620,692.0,70,29524.0,8,10,754.0,617,5.272727273,2,0,R2,5.0
86985,MT,female,832.0,419,476.0,1,15659.0,0,57,433.0,480,9.153846154,0,4401,C2,15.0
23989,SC,F,517.0,197,317.0,0,11616.0,0,83,266.0,243,8.333333333,2,2501,T2,15.0
155114,CA,,1176.0,251,373.0,10,13924.0,2,54,314.0,308,9.111111111,0,8108,S2,14.0
35914,FL,M,693.0,373,463.0,7,16854.0,1,24,457.0,413,4.3,1,2802,S2,2.0
92148,IL,M,1418.0,415,551.0,23,26282.0,3,68,507.0,467,16.5,1,6001,C1,25.0
94177,IL,F,904.0,339,435.0,0,16711.0,10,78,394.0,391,5.5625,28,3203,S2,11.0
24902,SC,M,473.0,259,356.0,0,11727.0,0,83,296.0,287,7.166666667,0,0,T2,8.0
178433,ID,M,605.0,213,303.0,3,10788.0,2,38,241.0,269,19.6,2,3503,S1,35.0
18466,NC,female,594.0,267,309.0,2,10466.0,1,71,287.0,287,3.928571429,2,5801,R2,6.0
157425,CA,M,0.0,0,0.0,0,0.0,0,0,0.0,0,22.5,1,4501,0,25.0
166891,CA,M,4244.0,613,845.0,94,31903.0,4,49,818.0,708,7.357142857,2,2906,S1,10.0
54530,MS,M,448.0,195,286.0,0,8183.0,0,64,224.0,247,9.916666667,1,0,R3,10.0
41819,FL,M,467.0,192,323.0,0,10376.0,6,33,261.0,261,10.0,1,4801,U4,15.0
148636,CA,F,2392.0,257,406.0,74,13896.0,43,27,365.0,316,11.0,0,1201,U2,10.0
70090,MI,F,313.0,284,329.0,0,14328.0,0,68,281.0,292,11.5,0,4611,C3,21.0
11704,IL,M,128.0,309,363.0,0,13164.0,7,76,345.0,340,8.615384615,1,2603,S2,10.0
86775,ND,M,253.0,195,261.0,0,8988.0,1,89,215.0,234,4.230769231,1,0,R3,10.0
124935,TX,M,689.0,324,394.0,1,12916.0,4,60,356.0,370,19.52380952,2,1701,R2,25.0
147600,CA,F,3514.0,671,746.0,94,30696.0,23,53,732.0,717,5.222222222,0,0,U1,5.0
101596,MO,F,313.0,138,216.0,0,7617.0,1,62,165.0,189,17.75,0,0,R3,16.0
175000,OR,F,944.0,355,454.0,3,14928.0,2,45,350.0,430,13.09090909,2,3307,T2,17.0
14798,CA,F,1089.0,296,352.0,3,12998.0,10,51,324.0,328,8.826086957,0,1211,S2,10.0
120800,TX,M,623.0,222,373.0,1,12743.0,2,70,348.0,301,9.0,1,3201,C2,10.0
187639,FL,M,1327.0,527,649.0,6,23089.0,6,18,573.0,564,8.333333333,1,0,C1,10.0
142487,CA,F,5438.0,881,1051.0,95,40432.0,30,43,967.0,928,15.0,28,201,S1,20.0
134895,UT,F,546.0,267,295.0,0,7072.0,1,67,278.0,283,5.434782609,0,0,R2,10.0
171205,CA,F,,205,388.0,4,22845.0,4,71,221.0,337,7.454545455,228,0,R2,12.0
7451,SC,,608.0,229,362.0,1,13829.0,2,43,350.0,268,14.82352941,2,1401,C1,22.0
